age,fnlwgt,education,relationship,race,sex,income,education_num,marital_status,capital_gain,capital_loss,hours_per_week,REP_native_country,REP_occupation,REP_workclass,_dataobs_
24,450695,Assoc-acdm,Not-in-family,White,Male,<=50K,12,Never-married,0,0,35,United-States,Sales,Private,12843
28,132686,Bachelors,Husband,White,Male,<=50K,13,Married-civ-spouse,0,0,55,United-States,Exec-managerial,Private,12856
19,227310,Some-college,Own-child,White,Female,<=50K,10,Never-married,0,0,25,United-States,Other-service,Self-emp-not-inc,12865
32,185480,Assoc-voc,Unmarried,White,Female,<=50K,11,Divorced,0,0,40,United-States,Other-service,Private,12872
17,96282,10th,Own-child,White,Male,<=50K,6,Never-married,0,0,14,United-States,Other-service,Private,12882
61,199495,12th,Husband,White,Male,<=50K,8,Married-civ-spouse,0,0,40,United-States,Craft-repair,State-gov,12885
24,229773,HS-grad,Own-child,White,Male,<=50K,9,Never-married,0,0,40,United-States,Machine-op-inspct,Private,12935
19,304469,10th,Own-child,White,Male,<=50K,6,Never-married,0,0,25,United-States,Farming-fishing,Private,12952
38,99156,HS-grad,Own-child,White,Male,<=50K,9,Separated,0,0,35,United-States,Other-service,Private,12955
33,192663,HS-grad,Not-in-family,White,Female,<=50K,9,Separated,0,0,35,United-States,Sales,Private,12966
90,250832,10th,Husband,White,Male,<=50K,6,Married-civ-spouse,0,0,40,United-States,Exec-managerial,Private,12976
28,193158,HS-grad,Own-child,White,Female,<=50K,9,Divorced,0,0,40,United-States,Sales,Private,12977
22,211798,Some-college,Own-child,White,Male,<=50K,10,Never-married,0,0,40,United-States,Craft-repair,Private,12998
60,181200,12th,Husband,White,Male,<=50K,8,Married-civ-spouse,0,0,40,United-States,Adm-clerical,Private,13036
40,257364,Some-college,Not-in-family,White,Male,<=50K,10,Divorced,0,0,45,United-States,Other-service,Private,13037
50,283281,7th-8th,Husband,Black,Male,<=50K,4,Married-civ-spouse,0,0,40,United-States,Machine-op-inspct,Private,13038
24,163480,Masters,Not-in-family,Black,Female,<=50K,14,Never-married,0,0,40,United-States,Adm-clerical,State-gov,13054
42,184837,HS-grad,Wife,White,Female,>50K,9,Married-civ-spouse,7298,0,40,United-States,Machine-op-inspct,Private,13065
47,211123,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Craft-repair,Federal-gov,13067
62,123612,Bachelors,Husband,White,Male,<=50K,13,Married-civ-spouse,0,0,4,United-States,,,13075
20,155818,HS-grad,Own-child,White,Female,<=50K,9,Never-married,0,0,20,United-States,Other-service,Private,13076
53,35305,Bachelors,Unmarried,White,Female,<=50K,13,Divorced,0,0,57,United-States,Prof-specialty,Local-gov,13084
25,195994,1st-4th,Not-in-family,White,Female,<=50K,2,Never-married,0,0,40,Guatemala,Priv-house-serv,Private,13085
41,192589,Bachelors,Husband,White,Male,<=50K,13,Married-civ-spouse,0,0,40,United-States,Adm-clerical,Federal-gov,13097
50,274528,Some-college,Husband,White,Male,<=50K,10,Married-civ-spouse,0,0,40,United-States,Sales,Private,13101
34,260560,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,50,United-States,Exec-managerial,Private,13106
22,195143,Some-college,Own-child,White,Female,<=50K,10,Never-married,0,0,29,United-States,,,13111
60,198170,Bachelors,Husband,White,Male,>50K,13,Married-civ-spouse,0,0,45,United-States,Exec-managerial,Private,13113
36,544686,HS-grad,Other-relative,White,Female,<=50K,9,Never-married,2907,0,40,Nicaragua,Adm-clerical,Private,13118
23,181557,HS-grad,Own-child,Black,Male,<=50K,9,Never-married,0,0,25,United-States,Other-service,Private,13125
28,107236,12th,Not-in-family,White,Male,<=50K,8,Married-civ-spouse,0,0,40,United-States,Craft-repair,Self-emp-not-inc,13142
44,42476,HS-grad,Other-relative,White,Female,<=50K,9,Never-married,0,0,30,United-States,Adm-clerical,Private,13158
39,114366,Bachelors,Not-in-family,White,Male,<=50K,13,Never-married,0,0,35,United-States,Prof-specialty,State-gov,13173
45,255348,Some-college,Not-in-family,White,Female,<=50K,10,Divorced,0,0,40,United-States,Exec-managerial,Private,13180
66,115880,Some-college,Husband,White,Male,<=50K,10,Married-civ-spouse,0,0,40,United-States,Prof-specialty,Self-emp-inc,13194
36,95855,Masters,Wife,White,Female,>50K,14,Married-civ-spouse,0,0,60,United-States,Prof-specialty,Local-gov,13207
33,162312,HS-grad,Not-in-family,Asian-Pac-Islander,Male,<=50K,9,Divorced,0,0,45,Japan,Sales,Private,13245
27,321577,HS-grad,Own-child,Black,Female,<=50K,9,Never-married,0,0,40,United-States,Machine-op-inspct,Private,13259
22,269474,HS-grad,Own-child,White,Male,<=50K,9,Never-married,0,0,40,United-States,Farming-fishing,Self-emp-not-inc,13262
33,175502,Bachelors,Husband,White,Male,<=50K,13,Married-civ-spouse,0,0,60,United-States,Prof-specialty,Self-emp-not-inc,13274
26,288959,HS-grad,Husband,Black,Male,<=50K,9,Married-civ-spouse,0,0,36,United-States,Sales,Private,13278
53,223660,HS-grad,Not-in-family,White,Male,<=50K,9,Widowed,6849,0,40,United-States,Machine-op-inspct,Private,13286
25,84224,Bachelors,Not-in-family,White,Female,<=50K,13,Never-married,0,0,40,United-States,Prof-specialty,Local-gov,13295
33,388741,Some-college,Unmarried,Other,Female,<=50K,10,Never-married,0,0,38,United-States,Adm-clerical,Private,13325
38,76878,11th,Husband,White,Male,>50K,7,Married-civ-spouse,5178,0,40,United-States,Craft-repair,Private,13336
19,212468,Some-college,Own-child,White,Female,<=50K,10,Never-married,0,0,15,United-States,Other-service,Private,13355
20,84726,Some-college,Not-in-family,White,Female,<=50K,10,Never-married,0,0,40,United-States,Tech-support,Private,13356
35,190895,Bachelors,Not-in-family,White,Male,<=50K,13,Divorced,0,0,25,United-States,Exec-managerial,Self-emp-not-inc,13361
24,317443,Bachelors,Wife,Black,Female,<=50K,13,Married-civ-spouse,0,0,40,United-States,Prof-specialty,Local-gov,13362
21,203076,HS-grad,Own-child,White,Male,<=50K,9,Never-married,0,0,35,United-States,Handlers-cleaners,Private,13364
49,53893,HS-grad,Not-in-family,White,Male,<=50K,9,Divorced,0,0,40,United-States,Transport-moving,Private,13365
19,255921,Some-college,Own-child,White,Male,<=50K,10,Never-married,0,0,20,England,Handlers-cleaners,Federal-gov,13374
39,48063,Some-college,Husband,White,Male,<=50K,10,Married-civ-spouse,0,0,60,United-States,Farming-fishing,Self-emp-not-inc,13390
57,211804,Bachelors,Husband,White,Male,>50K,13,Married-civ-spouse,3103,0,50,United-States,Prof-specialty,Private,13391
54,185407,Some-college,Husband,White,Male,<=50K,10,Married-civ-spouse,0,0,40,United-States,Farming-fishing,Private,13392
26,67240,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Craft-repair,Private,13402
49,33673,12th,Not-in-family,Asian-Pac-Islander,Male,<=50K,8,Never-married,0,0,35,United-States,Transport-moving,Private,13431
41,253060,Prof-school,Husband,White,Male,<=50K,15,Married-civ-spouse,0,0,50,United-States,Sales,Private,13444
44,138966,HS-grad,Wife,White,Female,<=50K,9,Married-civ-spouse,0,0,38,United-States,Adm-clerical,Private,13446
48,152953,7th-8th,Husband,White,Male,<=50K,4,Married-civ-spouse,0,0,32,Dominican-Republic,Craft-repair,Private,13459
61,93997,7th-8th,Husband,White,Male,<=50K,4,Married-civ-spouse,0,0,40,Italy,Machine-op-inspct,Private,13471
31,368517,Assoc-acdm,Not-in-family,Asian-Pac-Islander,Male,<=50K,12,Never-married,0,0,40,United-States,Prof-specialty,Private,13477
31,215297,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,45,United-States,Craft-repair,Private,13486
35,153633,Some-college,Unmarried,Black,Female,<=50K,10,Never-married,0,0,40,United-States,Other-service,Federal-gov,13495
41,303510,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Exec-managerial,Private,13510
39,174330,HS-grad,Unmarried,White,Male,<=50K,9,Separated,0,0,40,United-States,Craft-repair,Private,13531
28,47168,10th,Own-child,White,Female,<=50K,6,Never-married,0,0,40,United-States,Machine-op-inspct,Private,13539
59,175290,7th-8th,Other-relative,White,Male,<=50K,4,Never-married,0,0,32,United-States,Other-service,Private,13542
43,191814,Assoc-acdm,Husband,White,Male,>50K,12,Married-civ-spouse,7688,0,50,United-States,Sales,Private,13556
34,206297,Bachelors,Husband,White,Male,>50K,13,Married-civ-spouse,0,0,48,United-States,Exec-managerial,Private,13562
35,188563,HS-grad,Own-child,White,Male,<=50K,9,Divorced,0,0,50,United-States,Farming-fishing,Self-emp-not-inc,13563
46,192768,HS-grad,Wife,White,Female,<=50K,9,Married-civ-spouse,0,0,40,United-States,Adm-clerical,Private,13573
42,208875,Some-college,Wife,White,Female,>50K,10,Married-civ-spouse,0,0,40,El-Salvador,Exec-managerial,Private,13595
18,296090,HS-grad,Own-child,White,Male,<=50K,9,Never-married,0,0,48,,Sales,Self-emp-not-inc,13604
39,403489,11th,Own-child,White,Male,<=50K,7,Divorced,0,0,40,United-States,Transport-moving,Private,13606
27,162104,9th,Own-child,White,Female,<=50K,5,Never-married,0,0,40,United-States,,,13609
47,218435,HS-grad,Unmarried,White,Female,<=50K,9,Married-spouse-absent,0,0,20,Cuba,Sales,Private,13628
78,212660,11th,Husband,White,Male,<=50K,7,Married-civ-spouse,0,0,10,United-States,Exec-managerial,Self-emp-inc,13637
36,35945,7th-8th,Husband,White,Male,>50K,4,Married-civ-spouse,7298,0,45,United-States,Machine-op-inspct,Self-emp-not-inc,13640
20,117618,Some-college,Own-child,White,Male,<=50K,10,Never-married,0,0,40,United-States,Exec-managerial,Private,13658
42,143046,HS-grad,Unmarried,White,Female,<=50K,9,Widowed,0,0,40,United-States,Transport-moving,Local-gov,13660
45,60267,HS-grad,Husband,White,Male,>50K,9,Married-civ-spouse,0,0,40,United-States,Adm-clerical,Federal-gov,13675
24,246207,Bachelors,Own-child,Black,Female,<=50K,13,Never-married,0,0,40,United-States,Machine-op-inspct,Private,13686
59,193568,HS-grad,Own-child,White,Female,<=50K,9,Divorced,0,0,40,United-States,Machine-op-inspct,Private,13702
18,426895,12th,Own-child,White,Male,<=50K,8,Never-married,0,0,55,United-States,Farming-fishing,Private,13703
34,73199,11th,Own-child,Asian-Pac-Islander,Male,<=50K,7,Never-married,0,0,40,Philippines,Other-service,Private,13707
35,93225,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Craft-repair,Private,13737
32,193231,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Craft-repair,Private,13744
19,172368,11th,Own-child,White,Male,<=50K,7,Never-married,0,0,20,United-States,Transport-moving,Private,13746
46,181810,HS-grad,Husband,Black,Male,<=50K,9,Married-civ-spouse,4064,0,40,United-States,Craft-repair,Private,13753
42,424855,Some-college,Husband,White,Male,<=50K,10,Married-civ-spouse,3908,0,40,United-States,Machine-op-inspct,Private,13768
33,125279,Some-college,Husband,White,Male,<=50K,10,Married-civ-spouse,0,0,60,United-States,Sales,Self-emp-not-inc,13776
53,47396,Some-college,Husband,White,Male,>50K,10,Married-civ-spouse,0,0,50,United-States,Adm-clerical,Private,13787
51,220019,Assoc-acdm,Not-in-family,White,Female,<=50K,12,Divorced,0,0,40,United-States,Prof-specialty,Private,13805
23,109199,5th-6th,Husband,White,Male,<=50K,3,Married-civ-spouse,0,0,40,Mexico,Handlers-cleaners,Private,13835
44,316120,Prof-school,Unmarried,White,Male,>50K,15,Divorced,0,0,40,United-States,Prof-specialty,Federal-gov,13842
41,107276,Assoc-voc,Not-in-family,White,Female,<=50K,11,Never-married,0,0,45,United-States,Prof-specialty,Private,13843
54,138179,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Machine-op-inspct,Private,13849
44,156815,HS-grad,Not-in-family,White,Female,<=50K,9,Divorced,0,0,40,United-States,Adm-clerical,Private,13876
72,39110,11th,Not-in-family,White,Female,<=50K,7,Divorced,0,0,8,Canada,Adm-clerical,Federal-gov,13889
48,117849,Some-college,Husband,White,Male,>50K,10,Married-civ-spouse,0,0,40,United-States,Prof-specialty,Private,13892
70,225780,Some-college,Husband,White,Male,>50K,10,Married-civ-spouse,0,0,20,United-States,Exec-managerial,Self-emp-inc,13922
54,154728,Assoc-voc,Husband,White,Male,>50K,11,Married-civ-spouse,7688,0,40,United-States,Tech-support,Private,13923
81,123959,Bachelors,Not-in-family,White,Female,<=50K,13,Widowed,0,1668,3,Hungary,Prof-specialty,Self-emp-not-inc,13929
34,157747,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,45,United-States,Transport-moving,Private,13931
38,52596,Some-college,Own-child,Black,Female,<=50K,10,Never-married,0,0,40,United-States,Adm-clerical,Private,13949
50,169925,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,15,United-States,Craft-repair,Private,13968
48,25468,Masters,Not-in-family,White,Male,>50K,14,Divorced,99999,0,50,United-States,Exec-managerial,Private,13998
42,201495,Bachelors,Husband,White,Male,<=50K,13,Married-civ-spouse,0,0,40,United-States,Exec-managerial,Private,13999
17,331552,12th,Own-child,White,Female,<=50K,8,Never-married,0,0,30,United-States,Adm-clerical,Private,14019
20,263612,Some-college,Own-child,Black,Female,<=50K,10,Never-married,0,0,40,Haiti,Adm-clerical,Private,14025
52,190333,HS-grad,Not-in-family,White,Male,<=50K,9,Divorced,0,0,25,United-States,Farming-fishing,Self-emp-not-inc,14032
36,217077,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,50,United-States,Sales,Private,14035
33,103596,Assoc-voc,Husband,White,Male,<=50K,11,Married-civ-spouse,0,0,40,United-States,Transport-moving,Private,14036
40,173590,Masters,Husband,White,Male,>50K,14,Married-civ-spouse,0,0,50,United-States,Exec-managerial,Private,14043
22,412316,HS-grad,Other-relative,Black,Male,<=50K,9,Never-married,0,0,40,,Sales,Private,14044
61,230545,HS-grad,Unmarried,White,Female,<=50K,9,Never-married,0,0,35,Puerto-Rico,Adm-clerical,Federal-gov,14047
38,117528,Bachelors,Other-relative,White,Female,<=50K,13,Never-married,0,0,45,United-States,Other-service,Private,14050
25,273876,Bachelors,Not-in-family,White,Male,<=50K,13,Never-married,0,0,65,United-States,Sales,Private,14051
28,224629,Masters,Not-in-family,Other,Male,<=50K,14,Never-married,0,0,30,Cuba,Exec-managerial,Private,14059
56,129836,HS-grad,Wife,White,Female,<=50K,9,Married-civ-spouse,0,0,10,United-States,Other-service,Private,14069
31,248653,1st-4th,Not-in-family,White,Male,<=50K,2,Never-married,0,0,37,Mexico,Handlers-cleaners,Private,14085
40,82161,Bachelors,Not-in-family,White,Male,<=50K,13,Never-married,0,0,40,United-States,Adm-clerical,Private,14102
51,84399,HS-grad,Husband,Black,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Machine-op-inspct,Private,14106
57,214619,Some-college,Husband,White,Male,<=50K,10,Married-civ-spouse,0,0,40,United-States,Craft-repair,Private,14111
40,105794,Prof-school,Not-in-family,White,Female,>50K,15,Never-married,14084,0,50,United-States,Prof-specialty,Private,14121
42,190290,Assoc-acdm,Husband,White,Male,>50K,12,Married-civ-spouse,0,0,40,United-States,Prof-specialty,Private,14129
27,160178,Some-college,Not-in-family,White,Female,<=50K,10,Divorced,0,0,38,United-States,Adm-clerical,Private,14161
55,23789,HS-grad,Not-in-family,White,Female,<=50K,9,Divorced,0,0,40,United-States,Exec-managerial,Private,14167
38,58108,Bachelors,Husband,White,Male,>50K,13,Married-civ-spouse,0,0,50,United-States,Exec-managerial,Private,14173
19,29798,12th,Own-child,Amer-Indian-Eskimo,Male,<=50K,8,Never-married,0,0,20,United-States,Handlers-cleaners,Private,14178
45,102597,HS-grad,Unmarried,White,Female,<=50K,9,Widowed,0,0,35,United-States,Adm-clerical,Private,14190
54,312897,Doctorate,Husband,White,Male,>50K,16,Married-civ-spouse,0,0,46,England,Prof-specialty,State-gov,14193
40,171231,Bachelors,Not-in-family,White,Male,<=50K,13,Never-married,0,0,40,Puerto-Rico,Adm-clerical,Federal-gov,14209
34,252529,Bachelors,Not-in-family,White,Male,<=50K,13,Never-married,0,0,48,United-States,Prof-specialty,State-gov,14217
19,190817,Some-college,Own-child,White,Female,<=50K,10,Never-married,0,0,40,United-States,Sales,Private,14220
72,172407,Prof-school,Husband,White,Male,>50K,15,Married-civ-spouse,99999,0,50,United-States,Prof-specialty,Self-emp-inc,14239
41,219591,HS-grad,Own-child,White,Male,<=50K,9,Never-married,0,0,40,United-States,Adm-clerical,Private,14244
68,103161,HS-grad,Not-in-family,White,Male,<=50K,9,Widowed,0,0,32,United-States,,,14256
39,239755,Prof-school,Husband,White,Male,>50K,15,Married-civ-spouse,0,1902,50,United-States,Prof-specialty,Self-emp-inc,14260
33,318982,Some-college,Husband,White,Male,>50K,10,Married-civ-spouse,0,0,45,United-States,Exec-managerial,Private,14264
28,68021,Some-college,Not-in-family,White,Female,<=50K,10,Never-married,0,0,30,United-States,Other-service,Private,14269
29,130856,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,45,United-States,Exec-managerial,Self-emp-inc,14276
53,39643,HS-grad,Not-in-family,White,Female,<=50K,9,Widowed,0,0,58,United-States,Exec-managerial,Federal-gov,14294
36,186376,Some-college,Husband,Asian-Pac-Islander,Male,>50K,10,Married-civ-spouse,0,0,50,United-States,Machine-op-inspct,Private,14300
36,43701,Some-college,Not-in-family,White,Female,<=50K,10,Widowed,0,0,20,United-States,Sales,Private,14322
53,158746,Some-college,Husband,White,Male,<=50K,10,Married-civ-spouse,0,0,40,United-States,Tech-support,Private,14333
40,145649,HS-grad,Unmarried,Black,Female,<=50K,9,Separated,0,0,25,United-States,Sales,Private,14342
36,136343,Bachelors,Husband,White,Male,>50K,13,Married-civ-spouse,0,0,40,United-States,Prof-specialty,Private,14343
46,127089,Some-college,Husband,White,Male,>50K,10,Married-civ-spouse,5178,0,38,United-States,Prof-specialty,Private,14346
23,55492,Assoc-voc,Not-in-family,Amer-Indian-Eskimo,Female,<=50K,11,Never-married,0,0,30,United-States,,,14364
50,133963,Bachelors,Not-in-family,White,Female,<=50K,13,Divorced,0,0,50,United-States,Sales,Private,14384
58,215245,Bachelors,Not-in-family,White,Female,<=50K,13,Never-married,0,0,37,United-States,Prof-specialty,Local-gov,14387
25,51201,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,35,United-States,Craft-repair,Private,14403
40,365986,Bachelors,Own-child,White,Male,>50K,13,Married-civ-spouse,0,0,40,United-States,Handlers-cleaners,Private,14404
20,88126,Some-college,Own-child,White,Male,<=50K,10,Never-married,0,0,9,England,Adm-clerical,Private,14412
25,138765,Bachelors,Not-in-family,White,Male,<=50K,13,Never-married,0,0,20,United-States,Prof-specialty,Private,14418
21,131230,Some-college,Own-child,White,Male,<=50K,10,Never-married,0,0,10,United-States,Sales,Private,14458
22,107882,HS-grad,Own-child,White,Female,<=50K,9,Never-married,0,0,20,United-States,Prof-specialty,Private,14493
36,168826,10th,Not-in-family,White,Male,<=50K,6,Never-married,0,0,40,United-States,Craft-repair,Private,14497
36,147258,Some-college,Not-in-family,White,Male,<=50K,10,Divorced,0,0,60,United-States,Transport-moving,State-gov,14504
19,187352,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Craft-repair,Private,14517
48,169324,HS-grad,Unmarried,Black,Female,<=50K,9,Never-married,0,0,32,Haiti,Other-service,Private,14531
51,175985,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,,,14537
65,243858,HS-grad,Not-in-family,White,Female,<=50K,9,Widowed,0,0,15,United-States,Other-service,Private,14541
47,31339,Some-college,Husband,White,Male,<=50K,10,Married-civ-spouse,0,0,40,United-States,Adm-clerical,Federal-gov,14543
24,212300,HS-grad,Not-in-family,White,Female,<=50K,9,Separated,0,0,38,United-States,,,14549
56,134195,Masters,Not-in-family,White,Male,<=50K,14,Never-married,0,0,50,United-States,Sales,Private,14553
53,55139,HS-grad,Not-in-family,White,Male,<=50K,9,Never-married,0,0,10,United-States,Farming-fishing,Private,14562
38,220237,Assoc-voc,Husband,White,Male,>50K,11,Married-civ-spouse,0,0,40,,Craft-repair,Private,14563
59,69884,Prof-school,Unmarried,White,Male,<=50K,15,Married-spouse-absent,0,0,50,United-States,Prof-specialty,Private,14565
60,129447,HS-grad,Not-in-family,White,Female,<=50K,9,Widowed,0,0,35,United-States,Adm-clerical,State-gov,14568
32,176185,Some-college,Other-relative,White,Male,<=50K,10,Divorced,0,0,60,United-States,Exec-managerial,Private,14576
35,187415,5th-6th,Husband,Asian-Pac-Islander,Male,<=50K,3,Married-civ-spouse,0,0,50,,Machine-op-inspct,Private,14583
38,187999,Bachelors,Husband,White,Male,>50K,13,Married-civ-spouse,0,0,45,United-States,Tech-support,Private,14598
44,203761,Bachelors,Own-child,White,Male,>50K,13,Never-married,10520,0,40,United-States,Prof-specialty,Private,14625
43,388849,Assoc-acdm,Husband,White,Male,<=50K,12,Married-civ-spouse,0,0,60,United-States,Handlers-cleaners,Private,14628
31,176998,Some-college,Husband,White,Male,>50K,10,Married-civ-spouse,0,0,35,United-States,Craft-repair,State-gov,14629
39,279490,Some-college,Unmarried,White,Female,<=50K,10,Divorced,0,0,40,Mexico,Exec-managerial,Private,14635
31,226494,Bachelors,Not-in-family,White,Male,<=50K,13,Never-married,0,0,45,United-States,Prof-specialty,Local-gov,14638
19,425447,HS-grad,Unmarried,Black,Female,<=50K,9,Never-married,0,0,40,United-States,,,14647
47,36169,Masters,Husband,White,Male,>50K,14,Married-civ-spouse,0,0,60,United-States,Prof-specialty,Local-gov,14662
37,186434,HS-grad,Husband,Black,Male,>50K,9,Married-civ-spouse,0,0,40,United-States,Other-service,Private,14672
48,167009,Some-college,Not-in-family,White,Female,<=50K,10,Divorced,0,0,48,United-States,Adm-clerical,Private,14676
47,213745,Some-college,Unmarried,White,Female,<=50K,10,Divorced,0,0,45,United-States,Other-service,Self-emp-not-inc,14695
51,204447,Some-college,Husband,White,Male,>50K,10,Married-civ-spouse,0,0,45,United-States,Prof-specialty,Private,14696
46,194698,Bachelors,Own-child,White,Male,<=50K,13,Never-married,0,0,60,United-States,Prof-specialty,Private,14713
60,170310,5th-6th,Husband,White,Male,<=50K,3,Married-civ-spouse,0,0,40,United-States,Transport-moving,Private,14722
39,286026,Bachelors,Husband,White,Male,>50K,13,Married-civ-spouse,0,0,40,United-States,Adm-clerical,Private,14762
49,163229,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,56,United-States,Protective-serv,Local-gov,14764
42,70055,11th,Husband,White,Male,<=50K,7,Married-civ-spouse,0,0,45,United-States,Transport-moving,Private,14766
37,188377,HS-grad,Not-in-family,Black,Male,<=50K,9,Never-married,0,0,40,United-States,Machine-op-inspct,Private,14779
57,169071,HS-grad,Unmarried,White,Female,<=50K,9,Divorced,0,0,28,United-States,Sales,Private,14783
27,122922,Bachelors,Not-in-family,White,Female,<=50K,13,Never-married,0,0,40,United-States,Sales,Private,14785
35,222868,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Adm-clerical,Private,14800
32,348460,Assoc-voc,Husband,White,Male,<=50K,11,Married-civ-spouse,0,0,50,United-States,Craft-repair,Private,14805
50,398625,11th,Not-in-family,White,Female,<=50K,7,Widowed,0,0,40,United-States,Machine-op-inspct,Private,14824
43,114043,Some-college,Unmarried,Black,Female,<=50K,10,Divorced,0,0,40,United-States,Adm-clerical,Private,14825
73,300404,Some-college,Husband,White,Male,>50K,10,Married-civ-spouse,0,0,6,United-States,Sales,Self-emp-not-inc,14837
17,413557,9th,Own-child,White,Female,<=50K,5,Never-married,0,0,40,United-States,Sales,Self-emp-inc,14852
38,194538,Assoc-voc,Husband,White,Male,>50K,11,Married-civ-spouse,0,0,48,United-States,Machine-op-inspct,Private,14864
38,107909,Bachelors,Husband,White,Male,>50K,13,Married-civ-spouse,0,0,40,USA,Sales,Self-emp-inc,14867
29,136077,HS-grad,Husband,White,Male,>50K,9,Married-civ-spouse,0,0,60,USA,Sales,Private,14868
78,59583,7th-8th,Husband,White,Male,<=50K,4,Married-civ-spouse,0,0,25,USA,Farming-fishing,Self-emp-not-inc,14885
72,157913,Bachelors,Husband,White,Male,<=50K,13,Married-civ-spouse,0,0,17,USA,Protective-serv,Private,14886
37,99233,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,USA,Adm-clerical,Private,14921
42,99679,HS-grad,Husband,White,Male,>50K,9,Married-civ-spouse,0,0,60,USA,Transport-moving,Private,14923
53,246820,Doctorate,Husband,White,Male,>50K,16,Married-civ-spouse,0,0,50,USA,Prof-specialty,State-gov,14939
32,171215,Some-college,Not-in-family,White,Male,<=50K,10,Divorced,0,0,48,United-States,Adm-clerical,Private,14953
38,75826,Prof-school,Wife,White,Female,<=50K,15,Married-civ-spouse,0,0,40,United-States,Prof-specialty,Private,14964
19,159313,HS-grad,Not-in-family,White,Male,<=50K,9,Never-married,0,0,40,United-States,Handlers-cleaners,Private,14968
42,136177,Some-college,Unmarried,White,Female,<=50K,10,Divorced,0,0,38,United-States,Adm-clerical,Private,14996
35,243409,Some-college,Husband,White,Male,<=50K,10,Married-civ-spouse,0,0,40,Germany,Transport-moving,Private,14997
34,164748,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Craft-repair,Private,14999
52,53497,Assoc-voc,Husband,White,Male,<=50K,11,Married-civ-spouse,0,0,40,United-States,Craft-repair,Private,15003
30,163003,Bachelors,Own-child,Asian-Pac-Islander,Female,<=50K,13,Never-married,0,0,52,Taiwan,Exec-managerial,Private,15006
36,77146,Bachelors,Husband,White,Male,>50K,13,Married-civ-spouse,15024,0,45,United-States,Sales,Self-emp-inc,15007
52,180195,Bachelors,Husband,White,Male,>50K,13,Married-civ-spouse,0,0,40,United-States,Sales,Private,15019
31,113364,HS-grad,Not-in-family,White,Male,<=50K,9,Divorced,0,0,60,United-States,Craft-repair,Self-emp-not-inc,15028
32,193285,HS-grad,Own-child,White,Male,<=50K,9,Never-married,0,0,40,United-States,Craft-repair,Private,15031
23,242375,HS-grad,Not-in-family,White,Female,<=50K,9,Never-married,0,0,30,United-States,Other-service,Private,15058
31,323020,Some-college,Wife,White,Female,<=50K,10,Married-civ-spouse,0,0,30,United-States,Other-service,Self-emp-not-inc,15062
47,184579,Some-college,Husband,White,Male,<=50K,10,Married-civ-spouse,0,0,60,United-States,Tech-support,Private,15064
51,74784,Some-college,Not-in-family,White,Female,<=50K,10,Widowed,0,0,40,United-States,Adm-clerical,Local-gov,15068
52,123780,HS-grad,Wife,White,Female,<=50K,9,Married-civ-spouse,0,0,38,United-States,Adm-clerical,Private,15081
27,113635,HS-grad,Not-in-family,White,Male,<=50K,9,Never-married,0,0,35,Ireland,Craft-repair,Private,15087
54,203635,HS-grad,Husband,White,Male,>50K,9,Married-civ-spouse,7298,0,60,United-States,Adm-clerical,Private,15122
30,38848,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Transport-moving,Private,15138
48,54744,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Craft-repair,Private,15139
26,250066,Assoc-voc,Not-in-family,White,Female,<=50K,11,Never-married,0,0,40,United-States,Other-service,Private,15145
30,242122,HS-grad,Unmarried,Black,Female,<=50K,9,Separated,0,0,40,United-States,Adm-clerical,State-gov,15148
38,81232,Bachelors,Husband,White,Male,>50K,13,Married-civ-spouse,0,0,40,,Exec-managerial,Private,15162
39,164898,HS-grad,Husband,White,Male,<=50K,9,Married-civ-spouse,0,0,40,United-States,Craft-repair,Private,15165
