Customer_ID,Recency,Frequency,Monetary
13879,280,25,395.50000000000006
13880,2,64,1171.8899999999999
13881,10,279,28019.579999999998
13883,38,174,3885.5399999999995
13884,11,131,1100.88
13888,39,144,1563.42
13889,17,68,1574.3300000000004
13890,9,63,1043.57
13891,13,100,863.5600000000002
13892,112,9,634.6800000000001
13895,150,68,1415.4499999999998
13896,260,21,388.55
13897,73,42,849.56
13898,46,34,530.4699999999999
13900,24,52,869.6400000000001
13901,9,161,2809.1400000000003
13902,267,63,34095.26
13903,35,10,165.45000000000002
13905,367,12,312.65000000000003
13906,44,1,42.0
13907,326,4,136.8
13909,58,39,286.5999999999999
13911,14,90,1654.08
13912,58,7,124.94999999999999
13913,141,3,42.22
13915,29,2,70.80000000000001
13916,98,74,1275.81
13919,59,49,975.87
13920,66,86,1774.6799999999998
13921,37,44,730.7000000000002
13922,72,23,692.95
13927,72,20,359.27
13929,51,48,2651.45
13931,27,213,4019.8500000000004
13935,231,80,6116.92
13936,17,33,563.08
13937,37,45,721.2800000000001
13939,66,65,992.41
13941,7,60,6009.34
13942,169,1,320.0
13943,212,15,246.54000000000002
13944,288,35,200.43
13945,29,51,854.1499999999999
13946,11,45,1314.6599999999999
13948,46,21,446.76000000000005
13952,15,272,9572.45
13953,44,5,3125.0
13955,10,54,222.20999999999995
13957,52,27,458.25
13958,14,227,4709.23
13959,34,71,477.97999999999996
13961,27,19,538.4
13962,70,12,193.25
13963,2,137,2347.33
13964,22,24,438.90000000000003
13965,111,24,996.61
13966,70,22,390.86000000000007
13967,31,4,85.6
13968,58,8,123.66
13969,0,480,4311.93
13970,21,13,846.55
13971,58,106,1909.31
13974,217,15,264.13
13975,28,414,2832.5600000000004
13976,141,46,834.3800000000001
13977,46,13,519.81
13979,28,352,2546.36
13980,74,54,599.7800000000001
13981,50,22,331.14
13982,0,142,2573.7799999999997
13983,1,234,4505.02
13984,1,77,1128.0900000000001
13985,9,131,2960.7300000000005
13987,14,46,682.54
13988,18,61,609.84
13989,99,45,759.9799999999997
13992,15,6,142.7
13993,14,140,3309.3500000000004
13995,14,144,2508.3199999999997
13996,21,33,895.7600000000001
13997,154,46,382.30999999999995
13998,81,31,566.7
13999,9,258,5600.450000000001
14000,49,34,1410.68
14001,8,73,2487.01
14003,367,16,209.41
14004,28,70,1675.81
14006,163,47,1234.48
14007,147,5,79.48
14008,67,32,509.04
14009,97,32,404.29999999999995
14010,200,24,445.15
14011,115,32,457.82000000000005
14013,15,34,611.55
14014,11,37,1443.03
14016,31,287,7062.200000000001
14017,206,14,229.75000000000003
14018,280,13,367.1500000000001
14020,111,33,606.2099999999999
14021,9,68,1084.6799999999998
14022,121,19,352.15
14024,25,18,318.03999999999996
14025,99,100,4057.9
14026,105,50,713.11
14028,185,9,10396.5
14030,1,623,5902.200000000001
14031,0,531,23712.309999999998
14032,1,101,1874.68
14033,190,1,109.44
14035,41,85,1428.6999999999998
14037,113,86,689.75
14038,32,69,1509.4999999999998
14039,210,4,115.08000000000001
14040,21,559,9030.65
14042,360,21,431.98
14043,126,42,304.25
14044,53,642,2470.2799999999997
14045,8,33,9653.28
14047,7,132,2946.42
14048,17,56,338.76
14049,22,593,7557.3099999999995
14051,1,124,6823.610000000001
14052,25,69,255.44999999999993
14053,32,5,312.05
14055,212,23,795.3199999999999
14057,16,170,2190.88
14058,97,24,469.19000000000005
14060,1,68,3378.66
14061,142,19,917.43
14062,9,232,15139.350000000002
14063,73,40,22710.2
14064,65,164,1978.68
14065,24,49,891.02
14068,238,87,1262.5200000000002
14069,149,42,230.06
14070,319,42,326.55
14072,301,19,390.8500000000001
14074,258,6,219.4
14075,38,38,792.61
14077,30,14,115.66000000000001
14078,8,98,643.26
14079,317,1,243.63
14080,48,79,1070.0800000000002
14081,4,789,4435.58
14082,27,36,231.11000000000004
14083,6,74,388.83000000000004
14084,147,7,150.5
14085,3,618,5656.43
14086,97,1,39.95
14087,39,152,651.8
14088,41,93,13544.99
14091,289,13,9530.080000000002
14092,9,159,3152.54
14094,74,47,335.21999999999997
14095,357,1,2.95
14097,116,40,422.86
14099,10,275,2661.5400000000004
14101,23,55,3985.14
14103,300,1,0.0
14104,24,122,555.37
14105,43,205,4722.6
14106,372,1,214.79999999999998
14107,83,113,2174.0699999999997
14108,366,20,447.05
14110,70,244,7304.799999999999
14112,86,166,2919.4399999999996
14113,10,88,5252.1900000000005
14114,30,59,977.5600000000001
14115,136,22,622.67
14118,63,15,458.45
14119,10,11,183.37
14122,41,13,362.41999999999996
14123,368,24,436.18
14126,79,28,466.33
14127,15,73,1190.3700000000001
14128,186,19,286.71
14129,34,57,1467.48
14130,10,157,1398.81
14131,283,52,187.87000000000003
14133,368,8,305.5
14134,17,180,11123.35
14135,2,122,4953.610000000001
14136,35,106,1570.81
14137,330,11,332.7
14139,125,43,670.98
14142,8,44,671.3399999999999
14144,121,1,30.599999999999998
14145,94,14,3857.85
14146,18,246,5259.299999999999
14147,23,25,2106.8
14148,49,14,309.09000000000003
14151,308,44,679.45
14152,22,84,1376.05
14153,118,17,233.39999999999998
14154,16,240,5115.08
14156,6,2648,196566.74
14157,24,41,569.9
14159,14,670,3245.0
14160,245,107,8421.47
14161,4,202,2208.36
14163,97,6,148.70999999999998
14166,140,53,256.84999999999997
14167,99,69,721.6500000000001
14168,55,15,370.45
14169,65,67,624.43
14170,10,165,597.3299999999999
14171,365,6,135.0
14172,240,54,402.7199999999999
14173,276,4,135.16
14175,53,182,4456.579999999999
14176,2,15,339.10999999999996
14177,16,168,1669.9299999999998
14180,7,61,1570.7300000000002
14181,45,54,310.55
14182,78,50,678.7700000000001
14183,46,35,286.28999999999996
14186,62,104,1550.6299999999999
14187,108,8,123.5
14189,3,51,1160.31
14190,301,1,79.9
14191,29,6,132.9
14192,23,14,293.74
14193,31,22,356.8
14194,27,373,7321.07
14195,74,9,1603.6000000000001
14197,45,20,390.05
14198,35,52,868.33
14199,58,16,906.3
14200,252,21,379.2000000000001
14201,44,18,446.1
14202,16,29,847.76
14203,32,16,339.34
14204,57,188,901.9300000000001
14205,29,99,1947.4999999999998
14206,23,51,856.8499999999999
14207,322,2,157.8
14208,186,25,415.31
14209,20,144,2919.84
14210,6,227,3955.68
14211,46,128,2161.1899999999996
14212,80,12,1119.6599999999999
14213,39,5,1192.2
14215,3,84,1626.6100000000004
14216,49,18,310.74
14217,1,81,1411.91
14219,44,36,543.8900000000001
14220,202,17,882.6
14221,84,154,3084.6899999999996
14224,25,120,847.78
14225,69,87,2037.0199999999998
14226,76,31,770.3399999999999
14227,49,202,3017.75
14228,72,38,745.5
14229,38,32,1046.8400000000001
14230,70,33,979.8000000000001
14231,85,19,309.91
14233,100,38,1441.5500000000002
14235,133,69,1573.1299999999999
14236,7,35,1253.7800000000002
14237,8,26,471.14
14238,297,5,287.38000000000005
14239,66,98,1882.3200000000002
14240,58,19,357.15
14241,331,2,120.0
14243,0,230,4842.280000000001
14244,295,16,366.41999999999996
14247,39,97,635.89
14248,94,39,730.3699999999999
14249,45,291,5625.461
14252,16,10,350.99
14253,128,12,363.4
14254,67,23,601.03
14255,181,1,1000.63
14256,126,81,1504.93
14257,15,134,2854.7300000000005
14258,30,190,19381.36
14260,106,51,824.2800000000001
14263,58,16,322.93
14264,14,62,1183.3900000000003
14265,99,48,843.1700000000001
14266,63,1,40.56
14268,105,19,354.84999999999997
14269,74,16,295.73
14271,44,29,106.81000000000002
14272,197,31,482.85
14274,321,15,256.6
14275,30,23,1189.3799999999999
14276,42,57,982.94
14277,46,157,13009.61
14278,44,13,205.83
14279,155,3,191.86
14281,43,7,245.15
14282,2,98,4120.32
14283,98,41,628.4399999999999
14284,288,35,704.4
14285,148,34,1374.41
14286,39,219,3851.01
14290,48,50,2201.91
14291,15,257,4020.85
14292,45,93,4354.32
14293,3,73,2221.37
14294,42,23,375.34
14295,73,67,2196.71
14296,56,27,456.4
14298,10,1227,39667.19
14299,0,197,10533.869999999999
14301,51,40,1352.0400000000002
14302,65,28,742.9
14303,42,22,277.93999999999994
14304,14,71,1341.5600000000002
14306,13,13,1058.0800000000002
14307,8,130,2075.31
14308,184,2,1147.02
14309,48,72,1428.28
14310,67,22,492.1
14311,202,11,206.19
14312,13,93,1478.6999999999998
14314,65,2,109.80000000000001
14315,199,32,716.69
14316,57,31,1370.3400000000001
14318,95,9,158.02000000000004
14319,59,26,494.85
14320,181,50,868.96
14321,66,56,687.3100000000001
14322,64,13,474.1
14324,44,41,701.6100000000001
14325,204,18,245.48
14326,98,49,757.13
14327,17,94,1583.2799999999995
14328,73,1,445.05
14329,10,294,4912.38
14330,258,13,200.63
14332,16,37,1077.2000000000003
14334,60,96,1766.27
14338,171,19,339.88
14339,63,9,310.75
14341,55,137,2285.04
14342,67,12,249.88
14343,56,238,1088.9099999999999
14344,2,172,2443.77
14346,60,86,1294.1699999999998
14347,371,6,82.60000000000001
14350,15,41,689.0999999999999
14353,45,19,285.90000000000003
14355,0,60,840.05
14358,24,25,400.05999999999995
14361,213,14,214.71000000000004
14363,37,8,227.47000000000003
14365,29,51,634.68
14366,160,1,136.0
14369,277,26,469.12999999999994
14370,85,44,1175.7800000000002
14372,78,38,860.0800000000002
14374,176,7,108.0
14375,85,141,875.3100000000001
14376,318,18,215.46
14378,256,9,131.25
14379,28,83,920.81
14380,317,1,48.96
14381,86,58,428.65999999999997
14382,25,171,620.73
14384,135,3,58.5
14388,7,228,3488.16
14389,59,42,854.55
14390,7,205,1747.0100000000002
14391,211,14,135.60000000000002
14392,67,14,266.4
14394,199,6,93.8
14395,7,467,4700.300000000001
14396,6,218,1633.94
14398,36,53,707.7899999999998
14399,29,193,2113.16
14400,43,48,1157.77
14401,59,84,2744.42
14402,287,8,285.6
14403,224,5,404.69999999999993
14404,4,108,1424.79
14405,21,2,195.0
14408,106,22,1503.2399999999998
14409,3,52,1696.6400000000003
14410,11,200,1546.07
14412,59,41,656.16
14413,45,76,647.6700000000003
14414,9,21,902.3499999999999
14415,14,671,6191.32
14417,22,137,604.2
14419,17,23,202.85
14420,31,64,1251.65
14421,147,69,1656.26
14422,9,330,6007.880000000001
14423,72,12,651.41
14425,69,39,661.3899999999998
14426,38,380,7246.2699999999995
14427,129,27,900.18
14429,38,22,516.2800000000001
14430,146,35,1220.9000000000003
14431,14,64,2143.8399999999997
14433,100,77,289.59999999999997
14435,136,3,90.42
14436,188,2,182.64000000000001
14437,0,43,895.84
14439,78,97,6781.8
14440,0,86,4281.049999999999
14441,9,103,2898.8
14442,49,120,3777.2000000000003
14443,3,60,966.2700000000001
14444,91,13,132.04
14445,90,32,221.64999999999998
14446,21,46,201.73
14447,35,36,548.5
14449,7,288,1575.7
14450,14,36,645.19
14451,24,413,2646.18
14452,30,70,401.1499999999999
14454,11,110,977.3
14455,67,79,628.2099999999999
14458,15,49,237.42
14459,286,76,3537.821
14460,31,26,659.1600000000001
14461,17,468,4610.4400000000005
14462,67,49,265.99
14463,134,2,256.95
14464,203,4,110.99999999999999
14465,63,70,2887.4100000000008
14466,7,144,2374.5
14467,24,218,1622.23
14468,368,12,204.24000000000004
14469,51,147,2112.21
14470,65,17,250.84999999999997
14471,226,41,400.95000000000005
14472,324,52,291.38
14474,214,103,730.4200000000001
14475,43,6,225.3
14477,71,4,660.0
14478,17,68,1276.6600000000003
14479,0,131,982.8600000000001
14480,37,52,1020.4700000000001
14481,42,122,1674.98
14482,14,109,2289.76
14483,371,4,120.0
14484,36,39,749.0599999999998
14486,146,6,175.5
14487,3,46,257.28
14489,72,70,1111.55
14490,41,80,1273.47
14491,7,4,127.2
14492,65,92,1921.9099999999999
14493,25,244,2746.91
14494,36,10,261.9
14495,294,1,51.0
14496,8,92,2129.42
14497,308,11,221.69
14498,36,178,1953.95
14499,9,125,1323.6500000000003
14505,39,809,6096.200000000001
14506,4,156,1278.5
14507,13,171,1901.2500000000002
14508,11,131,598.52
14509,169,25,110.95000000000002
14510,10,78,1007.2800000000001
14512,18,57,948.19
14513,71,7,332.4200000000001
14514,71,267,3543.63
14515,22,75,1647.17
14516,151,37,163.92
14519,318,39,206.09
14521,126,17,199.45
14522,230,29,784.08
14524,44,125,1066.0300000000002
14525,63,252,3908.4399999999996
14526,24,42,262.40000000000003
14527,0,1729,19283.48
14530,31,269,3271.49
14531,114,29,376.34
14532,46,254,2926.33
14533,42,27,1516.6499999999999
14534,32,212,1824.06
14535,30,515,3166.54
14537,258,13,285.84
14538,165,33,982.59
14540,14,197,2799.08
14541,51,70,1038.03
14543,15,145,11276.44
14544,105,78,957.98
14545,309,23,349.25
14546,11,396,2619.81
14548,119,109,1974.69
14549,55,88,627.31
14550,23,50,587.6899999999999
14551,46,70,693.8100000000001
14552,15,99,346.21000000000004
14553,46,187,982.27
14555,16,98,1991.49
14556,231,203,835.3399999999999
14558,289,15,655.5
14559,25,2,75.6
14560,14,126,3876.2599999999998
14562,25,188,1654.6300000000003
14563,144,115,679.4400000000003
14564,69,107,2605.6200000000003
14565,108,33,760.0999999999999
14566,52,12,2660.0
14568,70,47,919.7000000000003
14569,87,23,371.59000000000003
14570,78,39,395.69
14571,60,31,161.65
14572,52,256,2782.34
14573,7,163,968.0
14574,367,11,143.7
14575,123,74,460.71000000000004
14576,7,1,35.400000000000006
14577,29,62,514.54
14579,67,25,105.56
14580,153,1,14.850000000000001
14581,179,48,295.2
14583,18,176,728.48
14584,56,121,705.6500000000001
14585,17,82,986.22
14588,213,16,135.39
14589,6,3,39.75
14590,59,204,3006.62
14593,32,469,3094.02
14594,8,31,254.99999999999997
14595,88,34,423.85
14596,261,57,229.46999999999997
14597,14,48,1318.3899999999999
14598,204,40,162.07
14599,25,82,474.54
14600,28,29,471.84000000000003
14602,291,31,205.36
14604,268,23,143.85999999999999
14605,9,111,937.16
14606,1,3866,18704.41
14607,102,123,7568.13
14608,14,23,1567.79
14609,25,9,884.64
14610,30,10,24.35
14611,78,38,604.3300000000002
14612,50,14,877.6999999999998
14613,315,1,76.32000000000001
14614,21,19,295.13
14615,29,48,951.76
14616,20,2,121.7
14617,37,9,190.47
14618,11,35,788.8800000000001
14619,176,40,896.8
14621,146,67,1212.21
14623,15,158,1170.33
14624,50,38,588.22
14625,9,213,3598.25
14626,30,110,2619.65
14627,14,29,462.75000000000006
14628,77,62,1326.04
14630,119,21,338.65
14631,21,50,1018.71
14634,72,109,2124.46
14635,88,15,215.22
14637,312,7,106.67999999999998
14639,43,120,1994.47
14640,44,98,1541.98
14643,252,31,986.0800000000002
14644,49,36,1416.96
14645,269,18,279.80000000000007
14646,9,1774,248396.5
14647,158,21,276.75
14648,51,455,4546.860000000001
14649,17,373,2358.02
14650,224,4,62.5
14651,29,186,1379.52
14653,148,149,1666.9900000000002
14654,373,27,246.85999999999996
14655,23,54,1946.28
14656,50,135,523.5999999999999
14657,64,89,612.6500000000001
14662,62,85,645.1600000000001
14663,65,68,490.6
14665,62,42,913.95
14667,0,789,12685.939999999999
14668,80,12,111.62999999999998
14669,268,225,1973.94
14670,367,56,190.47
14671,184,55,1127.45
14672,150,45,347.59
14673,2,89,1674.4099999999999
14674,144,14,173.66000000000003
14675,23,138,462.15
14676,29,91,5808.55
14677,227,14,184.90999999999997
14678,214,24,403.39
14679,16,63,1289.44
14680,6,1034,28658.660000000003
14681,22,13,376.20000000000005
14682,63,84,1462.81
14683,223,21,146.56
14684,25,98,232.26999999999998
14685,211,195,4619.79
14686,49,235,885.83
14687,35,25,773.68
14688,8,186,2082.7
14690,27,55,422.62999999999994
14692,15,95,1153.54
14693,60,67,992.4599999999999
14694,252,15,244.31
14695,154,86,1620.0700000000002
14696,8,42,688.9499999999999
14699,70,42,593.4700000000001
14700,50,55,880.96
14701,77,281,2012.72
14702,0,374,3462.08
14704,59,68,266.66
14706,253,28,390.69
14707,70,2,139.2
14708,3,25,1085.9099999999999
14709,14,161,3965.2899999999995
14710,14,303,1316.46
14712,53,7,411.0
14713,0,363,2752.51
14714,42,83,746.05
14715,77,67,973.0700000000002
14716,79,45,235.76999999999998
14717,368,11,81.3
14718,45,11,226.42
14721,14,27,115.77000000000001
14722,112,65,325.45000000000005
14723,6,203,934.76
14724,225,43,345.24999999999994
14725,29,53,597.1600000000001
14726,289,19,124.75
14727,181,37,199.34999999999997
14728,48,14,190.57999999999998
14729,8,137,593.8899999999999
14732,27,130,2814.58
14733,2,146,6599.06
14734,60,63,1056.4199999999998
14735,23,172,6174.469999999999
14736,120,100,401.08000000000004
14737,35,28,2389.62
14738,196,26,507.45
14739,2,196,8385.22
14740,44,142,2712.85
14741,7,26,497.25000000000006
14742,70,34,579.8499999999999
14743,227,3,50.48
14744,1,95,2785.1000000000004
14745,136,72,1351.55
14746,41,9,593.5
14748,3,102,1736.57
14749,114,18,310.15000000000003
14750,371,32,112.03
14751,319,7,126.45000000000002
14753,95,18,306.36
14754,60,96,912.4300000000001
14755,16,240,4962.2699999999995
14756,17,81,1914.8
14758,31,65,1380.9099999999999
14761,79,13,192.01999999999998
14762,261,9,117.05000000000001
14766,1,205,4082.7599999999998
14767,109,18,382.80999999999995
14769,25,336,5097.13
14770,102,145,2761.2200000000003
14771,256,47,594.6199999999998
14773,227,10,140.55
14774,163,13,241.45
14775,7,20,406.55999999999995
14776,22,73,1170.0000000000002
14777,38,16,307.56
14783,294,17,307.30000000000007
14784,24,12,159.94
14786,185,7,90.96000000000001
14787,106,15,110.64999999999999
14788,231,28,476.88
14790,9,99,1781.56
14791,241,19,303.63000000000005
14793,170,25,396.91
14794,37,24,633.99
14796,1,412,2867.1499999999996
14797,142,16,300.31
14798,16,37,550.5700000000002
14799,372,10,180.45
14800,4,271,3434.58
14802,73,2,1502.98
14805,39,85,549.99
14806,74,9,110.03999999999999
14807,25,40,519.29
14809,256,18,686.7600000000001
14810,4,70,449.14000000000004
14811,22,28,170.50000000000003
14812,233,37,185.8
14813,4,147,935.44
14814,216,32,160.45999999999998
14817,30,167,2849.5200000000004
14818,93,59,512.61
14819,129,44,198.08999999999997
14820,15,35,767.47
14821,1,70,1237.65
14822,120,9,157.70000000000002
14824,14,129,2895.2
14825,3,189,2698.17
14826,216,10,385.2
14827,300,1,0.0
14828,23,84,7699.7
14829,7,68,995.29
14831,315,82,1676.5699999999997
14832,265,1,322.69
14833,133,7,94.8
14834,42,20,485.86
14835,163,2,297.0
14837,77,101,1810.8200000000004
14838,58,71,773.6700000000001
14839,53,74,915.2800000000001
14840,174,18,299.85999999999996
14841,9,162,3867.2400000000007
14843,71,9,211.8
14844,65,147,3512.6199999999994
14845,234,1,150.0
14846,62,12,437.4
14847,42,49,1039.55
14848,39,11,310.56
14849,8,367,7832.91
14850,52,180,1468.2599999999998
14851,265,14,318.06
14852,59,167,3310.49
14853,58,22,901.07
14854,25,88,1563.03
14855,109,187,5874.65
14857,77,153,2478.731
14858,140,11,180.75
14859,189,8,351.9
14861,15,80,1254.94
14865,7,5,77.52000000000001
14866,1,38,6460.32
14867,30,101,2241.7800000000007
14868,15,67,1230.4200000000003
14869,23,179,2078.54
14870,48,52,1511.7000000000003
14871,128,103,736.5900000000003
14872,118,43,816.6
14873,268,21,334.45000000000005
14874,170,6,116.18
14875,76,42,1397.08
14876,156,13,256.70000000000005
14877,53,66,437.0
14878,11,253,2619.7
14879,319,27,185.06
14882,25,57,3038.45
14884,304,8,120.60000000000001
14885,62,16,832.8
14890,253,50,691.6
14891,51,30,552.35
14892,325,13,202.35000000000002
14893,252,33,571.76
14894,78,23,837.0599999999998
14895,18,402,13980.83
14896,0,244,1623.65
14897,44,72,1774.1599999999999
14898,6,188,2204.29
14899,30,137,1384.88
14900,157,1,13.919999999999998
14901,1,71,868.36
14902,30,39,702.9600000000002
14904,43,75,615.1999999999999
14905,9,61,1355.24
14906,80,1,68.44
14907,2,131,2664.6900000000005
14908,98,5,104.10000000000001
14909,72,80,1404.6799999999998
14911,0,5570,152147.57
14912,36,36,1021.4000000000001
14913,23,160,2845.7
14915,10,78,1503.77
14916,66,57,1773.9700000000003
14917,231,29,1123.7500000000002
14918,39,96,4345.66
14919,174,13,359.34999999999997
14920,200,40,629.4000000000001
14922,28,50,843.7400000000001
14924,245,21,620.9600000000002
14926,16,3,359.4
14927,31,20,308.2
14928,262,21,223.91000000000003
14929,56,23,612.8100000000002
14930,105,151,2873.7700000000004
14932,0,32,666.1300000000001
14933,78,4,1770.0
14934,13,98,1612.56
14935,254,16,1065.12
14936,25,163,4273.79
14938,197,71,2322.43
14940,52,32,531.49
14941,213,7,182.09999999999997
14942,36,19,746.5600000000002
14943,298,5,107.62
14944,24,133,3884.42
14945,48,11,179.39999999999998
14947,23,40,758.97
14949,104,27,515.0000000000001
14952,31,169,9529.86
14953,53,204,723.9499999999999
14954,338,41,167.26999999999998
14955,367,31,163.76999999999998
14956,56,4,1325.0
14957,279,17,274.79999999999995
14958,230,30,458.26
14961,14,358,9365.47
14962,174,9,240.21000000000004
14963,14,295,1676.68
14966,22,122,924.5200000000002
14967,76,23,1518.8100000000002
14968,93,48,357.4
14969,338,13,906.23
14970,44,79,3327.29
14972,16,2,30.300000000000004
14975,56,15,192.45
14977,360,4,31.929999999999996
14978,65,77,1210.7200000000003
14979,370,53,439.4599999999999
14980,372,24,150.68
14981,58,14,270.8
14982,207,39,237.78
14983,324,30,183.20000000000005
14984,23,15,1058.1399999999999
14986,11,100,566.9000000000001
14987,0,13,1387.4499999999996
14988,15,204,1732.06
14989,296,18,342.40000000000003
14990,247,43,305.41999999999996
14991,65,21,314.66999999999996
14992,77,27,210.5
14993,198,10,36.129999999999995
14994,17,310,960.6299999999999
14996,116,41,442.28999999999996
14997,290,12,230.39999999999998
14998,63,52,340.86000000000007
14999,227,9,129.48
15001,29,54,230.85999999999996
15002,2,255,3175.52
15003,108,349,1060.6999999999998
15005,1,1335,7789.629999999999
15006,88,63,323.05
15008,115,12,359.99999999999994
15011,30,20,416.6
15012,8,127,437.5800000000001
15013,122,355,1641.3000000000002
15015,136,296,2365.02
15016,28,88,460.26
15018,2,5,111.25
15020,14,28,203.42
15021,1,246,869.01
15022,312,19,281.05
15023,4,453,5367.92
15024,2,216,2414.1800000000003
15025,203,74,636.0800000000002
15026,10,79,592.61
15027,30,56,2129.45
15028,3,71,530.58
15029,254,10,365.1
15030,15,26,1461.6299999999999
15031,29,294,2488.44
15032,1,73,8821.550000000001
15034,21,370,4004.79
15037,11,48,402.51
15038,4,154,604.3699999999999
15039,3,1290,20116.99
15040,176,1,7.49
15041,79,40,113.67
15042,230,4,179.52
15043,98,49,2336.7999999999997
15044,14,462,8504.1
15046,60,200,2598.62
15048,3,23,98.70000000000002
15050,56,78,2411.7
15051,14,147,2543.55
15055,109,85,560.07
15056,155,7,133.45
15057,78,45,1766.46
15058,11,81,1285.04
15059,11,358,2185.8500000000004
15061,2,584,83284.37999999999
15062,58,102,1597.76
15064,45,81,1254.41
15065,45,11,168.73000000000002
15067,48,96,2133.12
15068,53,117,623.49
15070,7,33,737.0500000000001
15071,21,28,473.48999999999995
15072,114,13,187.51999999999998
15073,35,105,1744.6100000000001
15074,64,31,817.4599999999999
15076,127,31,566.89
15077,129,32,2428.08
15078,3,353,8018.77
15079,0,98,2871.7400000000002
15080,62,31,546.25
15081,2,76,1460.92
15082,303,6,93.35
15084,14,31,965.2
15085,364,9,347.53999999999996
15086,199,11,218.52999999999997
15091,309,27,565.9000000000001
15092,97,19,318.65
15093,7,224,9729.09
15094,98,5,83.0
15095,55,77,1771.0400000000002
15097,218,41,660.27
15100,1,15,2018.6999999999998
15101,150,50,1160.41
15102,165,27,554.6700000000001
15105,65,50,795.98
15107,7,31,620.8499999999999
15109,214,20,498.15000000000003
15110,38,18,509.75
15111,7,67,1163.3900000000003
15112,246,7,209.4
15114,18,34,639.5600000000001
15115,367,14,191.74
15117,83,52,934.1900000000002
15122,57,146,2863.69
15123,56,77,2456.86
15124,111,16,266.63
15125,114,113,5496.389999999999
15126,171,25,449.49
15127,154,12,304.97
15128,65,21,312.68000000000006
15129,20,123,3412.7799999999993
15131,29,7,80.28000000000002
15133,17,20,824.48
15134,16,12,208.3
15135,191,11,166.63
15137,155,34,823.4
15138,28,31,502.52
15140,77,32,889.44
15141,92,80,1388.47
15142,45,116,2121.18
15143,67,17,304.18
15144,14,132,5579.87
15149,211,46,1033.81
15150,91,232,3686.6099999999997
15151,58,57,2085.6099999999997
15152,336,29,518.1400000000001
15154,113,103,1091.9900000000002
15155,18,24,383.97
15157,204,27,718.04
15158,36,4,204.62
15159,30,100,3475.72
15160,9,19,431.10999999999996
15161,23,33,119.91999999999999
15162,366,12,312.9
15164,24,258,1225.87
15165,8,27,487.75
15166,102,12,167.15999999999997
15167,42,272,1496.67
15169,17,59,569.22
15170,41,4,81.15
15173,15,86,1494.6
15174,45,23,345.71000000000004
15176,302,52,988.0400000000001
15177,60,26,948.9300000000001
15179,27,221,5284.97
15180,2,52,816.9300000000001
15181,55,4,510.72
15182,20,96,2376.102
15183,182,38,639.9300000000001
15184,22,22,283.19
15186,109,33,991.79
15188,360,23,310.42999999999995
15189,16,29,1298.99
15190,69,40,834.4399999999999
15191,98,35,588.0500000000001
15192,0,55,937.07
15194,3,182,4811.16
15196,67,43,316.25
15197,29,27,797.9
15198,43,21,377.71000000000004
15199,9,38,1853.7000000000003
15200,129,30,549.05
15201,74,31,606.4100000000002
15202,55,3,6001.49
15203,25,201,2572.38
15207,51,24,683.9200000000001
15208,58,6,100.4
15209,365,13,178.97999999999996
15210,13,47,845.01
15211,0,23,383.0700000000001
15212,11,5,106.47999999999999
15215,28,78,1687.4900000000002
15216,253,22,389.48999999999995
15217,198,28,426.24000000000007
15218,24,235,5759.68
15219,283,17,379.7
15221,1,29,2062.2
15222,107,133,2965.91
15223,244,14,662.1999999999999
15224,147,21,549.2799999999999
15227,31,62,1269.0900000000004
15228,63,109,2193.56
15229,221,9,160.50000000000003
15231,256,14,250.25999999999993
15233,36,1,59.400000000000006
15235,4,44,690.3000000000002
15240,9,146,2753.41
15241,65,74,1293.72
15242,57,4,302.04
15243,70,39,610.6000000000001
15244,301,14,280.50999999999993
15245,37,59,2095.0
15246,190,18,266.25
15247,112,11,620.06
15248,46,106,1893.9299999999998
15249,65,152,2577.54
15250,275,3,60.0
15251,49,119,9839.549999999996
15252,56,74,1362.63
15253,38,63,1136.8899999999999
15254,181,49,787.99
15255,31,142,2838.5700000000006
15256,196,4,71.95
15257,49,5,368.75
15259,147,57,1182.38
15260,7,321,7377.460000000001
15261,16,73,1253.1799999999998
15262,15,16,239.86999999999998
15264,165,32,454.66
15265,239,111,1839.52
15266,14,39,732.9100000000001
15268,113,22,961.9000000000002
15269,15,33,816.5600000000001
15270,35,127,6145.370000000001
15271,0,350,2202.4700000000003
15272,85,244,1363.5400000000004
15273,234,1,228.96
15276,29,138,514.22
15277,60,14,220.44
15278,196,29,496.16
15279,15,75,1290.03
15280,123,45,293.0999999999999
15281,13,383,6211.42
15282,205,27,348.59000000000003
15283,25,9,148.33
15284,135,1,24.75
15285,42,6,94.91999999999999
15287,14,16,369.34000000000003
15288,0,93,1576.6100000000006
15289,93,39,653.3100000000001
15290,28,88,2553.06
15291,8,143,9178.260000000002
15293,300,19,247.50000000000003
15294,45,15,233.35
15295,289,53,217.23999999999998
15296,55,341,6669.97
15298,1,250,4659.47
15299,7,6,3484.53
15301,3,137,2533.09
15302,365,15,308.0
15303,200,38,650.1600000000001
15304,3,6,225.15
15305,190,5,93.6
15306,135,104,2310.38
15309,245,54,797.96
15310,113,45,1634.6399999999999
15311,0,2055,56003.259999999995
15312,18,116,2005.3399999999997
15314,48,26,492.48
15317,312,5,129.75
15321,72,214,3961.42
15322,111,41,711.1800000000001
15323,197,29,434.59999999999997
15324,336,8,140.22000000000003
15325,30,176,1439.72
